БЕ,Наименование дочернего Общества,Адрес склада,Дата поступления,Классы МТР,Наименование класса,Подклассы МТР,Наименование подкласса,КСМ (код материала),Наименование материала,БЕИ (единица измерения),Количество,Плановая рентабельность,Стоимость запасов,Цена запаса
1214,"ООО ""РН-Юганскнефтегаз""","посёлок Каркатеевы, Нефтеюганский район, Ханты-Мансийский автономный округ, Россия",12.01.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,2461642,Брус-2-хвойный-60х200,КубичМетр," 20.337"," 0.041",14302.0044,"17 152.45 "
1214,"ООО ""РН-Юганскнефтегаз""","посёлок Каркатеевы, Нефтеюганский район, Ханты-Мансийский автономный округ, Россия",30.12.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,2461642,Брус-2-хвойный-60х200,КубичМетр," 42.118"," 0.041",26314.24818,"15 238.40 "
1214,"ООО ""РН-Юганскнефтегаз""","посёлок Каркатеевы, Нефтеюганский район, Ханты-Мансийский автономный округ, Россия",30.04.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10419304,Доска-1-хвойная-30х100,КубичМетр," 2.664"," 0.041",110.3642986,"1 010.44 "
1221,"ООО ""РН-Туапсинский НПЗ""","Майкоп, Майкопская улица 35, Республика Адыгея, Россия",09.07.2020,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1073298,Труба б/ш х/д к/ст 8Х1-12Х18Н10Т,Тонна," 0.017"," 0.040",123.5824588,"181 738.91 "
1221,"ООО ""РН-Туапсинский НПЗ""","Майкоп, Республика Адыгея, Россия",26.09.2020,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1073298,Труба б/ш х/д к/ст 8Х1-12Х18Н10Т,Тонна," 0.015"," 0.040",98.8428,"164 738.00 "
1221,"ООО ""РН-Туапсинский НПЗ""","Майкоп, Республика Адыгея, Россия",16.12.2015,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1073298,Труба б/ш х/д к/ст 8Х1-12Х18Н10Т,Тонна," 0.009"," 0.040",59.0596452,"164 054.57 "
1221,"ООО ""РН-Туапсинский НПЗ""","Майкоп, Республика Адыгея, Россия",27.04.2022,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1073298,Труба б/ш х/д к/ст 8Х1-12Х18Н10Т,Тонна," 0.002"," 0.040",14.1307208,"176 634.01 "
1221,"ООО ""РН-Туапсинский НПЗ""","Майкоп, Республика Адыгея, Россия",14.04.2016,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1073298,Труба б/ш х/д к/ст 8Х1-12Х18Н10Т,Тонна," 0.003"," 0.040",20.6938992,"172 449.16 "
1221,"ООО ""РН-Туапсинский НПЗ""","Майкоп, Республика Адыгея, Россия",30.07.2022,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1480096,Труба б/ш х/д к/ст 8Х2-12Х18Н10Т,Тонна," 0.002"," 0.040",12.0951856,"151 189.82 "
1221,"ООО ""РН-Туапсинский НПЗ""","Майкоп, Республика Адыгея, Россия",11.04.2017,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1073298,Труба б/ш х/д к/ст 8Х1-12Х18Н10Т,Тонна," 0.028"," 0.040",202.983144,"181 234.95 "
1221,"ООО ""РН-Туапсинский НПЗ""","район Туапсинский, улица Сочинская, Краснодарский край, Россия",11.12.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023496,Брус 150Х150мм,КубичМетр," 5.000"," 0.040",4603.162,"23 015.81 "
1221,"ООО ""РН-Туапсинский НПЗ""","район Туапсинский, улица Сочинская, Краснодарский край, Россия",09.01.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1059585,Брус-2-хвойный-100Х100,КубичМетр," 4.800"," 0.040",5935.78944,"30 915.57 "
1221,"ООО ""РН-Туапсинский НПЗ""","район Туапсинский, улица Сочинская, Краснодарский край, Россия",05.10.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1527694,Брус-2-сосна-150х150,КубичМетр," 2.650"," 0.040",2000.84646,"18 875.91 "
1221,"ООО ""РН-Туапсинский НПЗ""","район Туапсинский, улица Сочинская, Краснодарский край, Россия",30.03.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1059585,Брус-2-хвойный-100Х100,КубичМетр," 10.800"," 0.040",5370.624,"12 432.00 "
1221,"ООО ""РН-Туапсинский НПЗ""","район Туапсинский, улица Сочинская, Краснодарский край, Россия",07.11.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1732745,Брус-2-хвойный-150х150,КубичМетр," 22.680"," 0.040",17447.5607,"19 232.32 "
1221,"ООО ""РН-Туапсинский НПЗ""","район Туапсинский, улица Сочинская, Краснодарский край, Россия",08.03.2025,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1317889,Доска-1-хвойная-50х125,КубичМетр," 2.000"," 0.040",92.8648,"1 160.81 "
1221,"ООО ""РН-Туапсинский НПЗ""","район Туапсинский, улица Сочинская, Краснодарский край, Россия",16.03.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1106662,Доска-2-осина-50х150 (обрезная),КубичМетр," 1.730"," 0.040",73.28972,"1 059.10 "
1221,"ООО ""РН-Туапсинский НПЗ""","район Туапсинский, улица Сочинская, Краснодарский край, Россия",31.07.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1311249,Доска-1-хвойная-25х125,КубичМетр," 0.106"," 0.040",4.5638512,"1 076.38 "
1221,"ООО ""РН-Туапсинский НПЗ""","район Туапсинский, улица Сочинская, Краснодарский край, Россия",16.03.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1311249,Доска-1-хвойная-25х125,КубичМетр," 3.000"," 0.040",141.4416,"1 178.68 "
1221,"ООО ""РН-Туапсинский НПЗ""","район Туапсинский, улица Сочинская, Краснодарский край, Россия",07.08.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1317889,Доска-1-хвойная-50х125,КубичМетр," 1.262"," 0.040",62.9854104,"1 247.73 "
1221,"ООО ""РН-Туапсинский НПЗ""","район Туапсинский, улица Сочинская, Краснодарский край, Россия",23.07.2019,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1317889,Доска-1-хвойная-50х125,КубичМетр," 3.000"," 0.040",110.0664," 917.22 "
1222,ООО РН-Комсомольский НПЗ," Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",14.08.2018,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1001933,"Труба б/ш х/д к/ст 8Х1,8-12Х18Н10Т",Тонна," 0.100"," 0.043",778.114154,"180 956.78 "
1222,ООО РН-Комсомольский НПЗ," Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",23.04.2021,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1043490,"Труба б/ш х/д к/ст 8Х1,5-12Х18Н10Т",Тонна," 0.093"," 0.043",730.729432,"182 728.04 "
1222,ООО РН-Комсомольский НПЗ," Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",31.01.2020,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1043490,"Труба б/ш х/д к/ст 8Х1,5-12Х18Н10Т",Тонна," 0.002"," 0.043",14.30314074,"166 315.59 "
1222,ООО РН-Комсомольский НПЗ," Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",17.09.2019,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1043490,"Труба б/ш х/д к/ст 8Х1,5-12Х18Н10Т",Тонна," 0.001"," 0.043",6.9440571,"161 489.70 "
1222,ООО РН-Комсомольский НПЗ," Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",06.04.2019,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1073298,Труба б/ш х/д к/ст 8Х1-12Х18Н10Т,Тонна," 0.008"," 0.043",52.8943344,"153 762.60 "
1222,ООО РН-Комсомольский НПЗ," Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",28.03.2024,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1073298,Труба б/ш х/д к/ст 8Х1-12Х18Н10Т,Тонна," 0.004"," 0.043",31.91155904,"185 532.32 "
1222,ООО РН-Комсомольский НПЗ," Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",05.12.2020,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1073298,Труба б/ш х/д к/ст 8Х1-12Х18Н10Т,Тонна," 0.052"," 0.043",348.7835556,"155 985.49 "
1222,ООО РН-Комсомольский НПЗ," Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",09.08.2020,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1073298,Труба б/ш х/д к/ст 8Х1-12Х18Н10Т,Тонна," 1.334"," 0.043",9934.429559,"173 188.34 "
1222,ООО РН-Комсомольский НПЗ," Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",07.10.2017,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1073298,Труба б/ш х/д к/ст 8Х1-12Х18Н10Т,Тонна," 0.010"," 0.043",74.7614641,"173 863.87 "
1222,ООО РН-Комсомольский НПЗ," Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",14.12.2017,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1073298,Труба б/ш х/д к/ст 8Х1-12Х18Н10Т,Тонна," 0.007"," 0.043",55.49721212,"184 376.12 "
1222,ООО РН-Комсомольский НПЗ," Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",19.09.2016,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1043490,"Труба б/ш х/д к/ст 8Х1,5-12Х18Н10Т",Тонна," 0.049"," 0.043",363.5117553,"172 525.75 "
1222,ООО РН-Комсомольский НПЗ," Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",26.12.2015,01,Трубы металлические,01-010100,Трубы б/ш н/п и общ. назнач. ф8,1073298,Труба б/ш х/д к/ст 8Х1-12Х18Н10Т,Тонна," 0.001"," 0.043",6.5621397,"152 607.90 "
1222,ООО РН-Комсомольский НПЗ," Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",20.06.2017,20,Подшипники,20-980400,Втулки к подшипникам,2255468,Втулка закрепительная H320 SKF,Штука," 1.000"," 0.043",97.60054,"2 269.78 "
1222,ООО РН-Комсомольский НПЗ," Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",11.05.2021,20,Подшипники,20-980400,Втулки к подшипникам,10464971,Втулка закрепительная H322 GBI,Штука," 1.000"," 0.043",113.36477,"2 636.39 "
1222,ООО РН-Комсомольский НПЗ," Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",26.04.2016,20,Подшипники,20-980400,Втулки к подшипникам,2255468,Втулка закрепительная H320 SKF,Штука," 1.000"," 0.043",72.23183,"1 679.81 "
1222,ООО РН-Комсомольский НПЗ," Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",21.04.2015,20,Подшипники,20-980400,Втулки к подшипникам,10464971,Втулка закрепительная H322 GBI,Штука," 1.000"," 0.043",121.88135,"2 834.45 "
1222,ООО РН-Комсомольский НПЗ," Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",12.10.2021,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1018599,Доска обрезная 30мм,КубичМетр," 11.210"," 0.043",451.5753446," 936.82 "
1222,ООО РН-Комсомольский НПЗ," Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",24.11.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1041051,Доска-1-хвойная-40х150,КубичМетр," 3.750"," 0.043",176.2398,"1 092.96 "
1222,ООО РН-Комсомольский НПЗ," Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",21.11.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1056130,Доска-1-хвойная-50х150,КубичМетр," 7.250"," 0.043",354.4192225,"1 136.87 "
1222,ООО РН-Комсомольский НПЗ," Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",18.04.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1459560,Доска-1-хвойная-40х120,КубичМетр," 11.800"," 0.043",507.029598," 999.27 "
1222,ООО РН-Комсомольский НПЗ," Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",30.06.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1484124,Брус-1-хвойный-120х150,КубичМетр," 0.200"," 0.043",194.83902,"22 655.70 "
1222,ООО РН-Комсомольский НПЗ," Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",25.08.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10309367,Доска-1-лиственница-30х150мм,КубичМетр," 7.500"," 0.043",414.84465,"1 286.34 "
1222,ООО РН-Комсомольский НПЗ," Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",12.10.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1018599,Доска обрезная 30мм,КубичМетр," 4.500"," 0.043",241.853715,"1 249.89 "
1222,ООО РН-Комсомольский НПЗ," Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",16.01.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1041051,Доска-1-хвойная-40х150,КубичМетр," 10.000"," 0.043",438.7634,"1 020.38 "
1222,ООО РН-Комсомольский НПЗ," Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",14.12.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1041051,Доска-1-хвойная-40х150,КубичМетр," 20.257"," 0.043",877.4358038,"1 007.33 "
1222,ООО РН-Комсомольский НПЗ," Комсомольск-на-Амуре, Ленинградская улица 115, Хабаровский край, Россия",03.05.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023496,Брус 150Х150мм,КубичМетр," 29.700"," 0.043",43192.62031,"33 820.86 "
1232,"AO ""ВЧНГ""","п. геологов Куччугуй-Оннюэс, Иркутская область, Россия",19.06.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1104513,Доска-2-лиственница-40х150 (обрезная),КубичМетр," 8.064"," 0.045",380.443392,"1 048.40 "
1232,"AO ""ВЧНГ""","п. геологов Куччугуй-Оннюэс, Иркутская область, Россия",23.08.2017,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1304045,Доска-1-осина-50х150 (обрезная),КубичМетр," 7.200"," 0.045",294.4674," 908.85 "
1232,"AO ""ВЧНГ""","п. геологов Куччугуй-Оннюэс, Иркутская область, Россия",02.10.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10148495,Доска-2-сосна-100х100,КубичМетр," 13.200"," 0.045",633.0852,"1 065.80 "
1232,"AO ""ВЧНГ""","п. геологов Куччугуй-Оннюэс, Иркутская область, Россия",28.04.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10517280,Доска-2-сосна-50х50,КубичМетр," 7.360"," 0.045",319.982256," 966.13 "
1232,"AO ""ВЧНГ""","п. геологов Куччугуй-Оннюэс, Иркутская область, Россия",26.02.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1104513,Доска-2-лиственница-40х150 (обрезная),КубичМетр," 1.080"," 0.045",58.617432,"1 206.12 "
1232,"AO ""ВЧНГ""","п. геологов Куччугуй-Оннюэс, Иркутская область, Россия",13.02.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1304045,Доска-1-осина-50х150 (обрезная),КубичМетр," 7.200"," 0.045",399.46932,"1 232.93 "
1232,"AO ""ВЧНГ""","п. геологов Куччугуй-Оннюэс, Иркутская область, Россия",06.06.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1304045,Доска-1-осина-50х150 (обрезная),КубичМетр," 3.210"," 0.045",160.1733825,"1 108.85 "
1232,"AO ""ВЧНГ""","п. геологов Куччугуй-Оннюэс, Иркутская область, Россия",08.01.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10148495,Доска-2-сосна-100х100,КубичМетр," 4.400"," 0.045",208.98306,"1 055.47 "
1232,"AO ""ВЧНГ""","п. геологов Куччугуй-Оннюэс, Иркутская область, Россия",03.02.2015,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10220419,Доска-1-сосна-25х150,КубичМетр," 1.845"," 0.045",97.13675925,"1 169.97 "
1232,"AO ""ВЧНГ""","п. геологов Куччугуй-Оннюэс, Иркутская область, Россия",13.05.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10517280,Доска-2-сосна-50х50,КубичМетр," 8.640"," 0.045",385.833456," 992.37 "
1232,"AO ""ВЧНГ""","Катангский Район, Участок Инаригда, Иркутская Область, Россия",21.04.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,10220419,Доска-1-сосна-25х150,КубичМетр," 7.980"," 0.045",367.097157,"1 022.27 "
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",01.12.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр," 6.000"," 0.040",284.4912,"1 185.38 "
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",05.11.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023494,Брус-1-хвойный-100х100,КубичМетр," 3.640"," 0.040",3616.692352,"24 839.92 "
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",21.12.2024,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1047318,Доска-1-хвойная-25х150,КубичМетр," 32.903"," 0.040",1640.293517,"1 246.31 "
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",24.11.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1054113,Доска-1-хвойная-25 (необрезная),КубичМетр," 86.618"," 0.040",3307.768184," 954.70 "
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",29.11.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр," 19.900"," 0.040",905.97536,"1 138.16 "
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",04.11.2018,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1305230,Брус двухкантный-1-лиственница-150х250,КубичМетр," 2.300"," 0.040",2272.538,"24 701.50 "
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",26.05.2023,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1985646,Брусок-1-сосна-30х50мм 3м,Штука," 5.000"," 0.040",188.162," 940.81 "
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",16.04.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1038425,Доска-2-хвойная-40х150,КубичМетр," 0.500"," 0.040",20.915,"1 045.75 "
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",13.08.2016,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1054113,Доска-1-хвойная-25 (необрезная),КубичМетр," 6.000"," 0.040",292.8264,"1 220.11 "
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",16.11.2020,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1055262,Доска-1-хвойная-50 (необрезная),КубичМетр," 0.500"," 0.040",21.779,"1 088.95 "
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",01.08.2022,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1038425,Доска-2-хвойная-40х150,КубичМетр," 0.200"," 0.040",9.10608,"1 138.26 "
1244,"ООО ""РН-Бурение""","район Коротчаево, Новый Уренгой, Ямало-Ненецкий автономный округ, Россия",30.08.2025,34,Продукция лесной и  деревообрабат.пром.,34-020000,Пиломатериалы,1023494,Брус-1-хвойный-100х100,КубичМетр," 0.500"," 0.040",542.3428,"27 117.14 "
